BIN,Complaint,Feedback,ChargebackFlag,Complaint_Encoded
593590,No Issue,"Great experience, very satisfied!",0,4
656347,Service Quality,The service was too slow and unprofessional!,0,5
391913,Billing Issue,"Billing discrepancy, support is not helping!",0,0
140308,No Issue,"No issues, smooth transactions every time.",0,4
511972,Late Refund,"Refund process is very slow, not happy!",0,3
562676,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
644501,Billing Issue,"Billing discrepancy, support is not helping!",0,0
433023,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
367578,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
812742,No Issue,"Happy with the service, would recommend.",0,4
424021,No Issue,Customer support was helpful in resolving my concern.,0,4
381133,Late Refund,Still waiting for my refund after 2 weeks!,0,3
818657,Late Refund,Finally got my refund after multiple calls.,0,3
588827,Billing Issue,"Billing discrepancy, support is not helping!",0,0
447758,Billing Issue,"Incorrect amount charged, need a refund!",0,0
512100,Customer Support Issue,Customer service was rude and unhelpful!,0,1
499235,Billing Issue,"Billing discrepancy, support is not helping!",0,0
444372,Late Refund,"Refund process is very slow, not happy!",0,3
360691,Service Quality,The service was too slow and unprofessional!,0,5
628719,No Issue,"Everything went smoothly, highly recommended.",0,4
645367,Late Refund,Finally got my refund after multiple calls.,0,3
155659,No Issue,"Great experience, very satisfied!",0,4
349074,Service Quality,I'm disappointed with the overall experience!,0,5
653756,Billing Issue,"Billing discrepancy, support is not helping!",0,0
400456,Late Refund,Finally got my refund after multiple calls.,0,3
489605,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
653197,Customer Support Issue,Customer service was rude and unhelpful!,0,1
379407,Customer Support Issue,Customer service was rude and unhelpful!,0,1
888686,Billing Issue,"Billing discrepancy, support is not helping!",0,0
472728,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
536739,Service Quality,"Very satisfied with the service, will recommend!",0,5
652387,Customer Support Issue,Customer service was rude and unhelpful!,0,1
342339,Billing Issue,"Billing discrepancy, support is not helping!",0,0
528448,No Issue,"Happy with the service, would recommend.",0,4
434852,Customer Support Issue,Customer service was rude and unhelpful!,0,1
570817,Customer Support Issue,Customer service was rude and unhelpful!,0,1
620025,Late Refund,"Refund process is very slow, not happy!",0,3
518512,No Issue,"Everything went smoothly, highly recommended.",0,4
521444,Service Quality,Quality of service was not up to the mark!,0,5
441757,Customer Support Issue,Customer service was rude and unhelpful!,0,1
515551,Late Refund,Finally got my refund after multiple calls.,0,3
607244,Late Refund,Still waiting for my refund after 2 weeks!,0,3
553815,Late Refund,Finally got my refund after multiple calls.,0,3
344260,Late Refund,Still waiting for my refund after 2 weeks!,0,3
303577,No Issue,"Great experience, very satisfied!",0,4
624635,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
399200,Billing Issue,"Billing discrepancy, support is not helping!",0,0
379542,Late Refund,"Refund process is very slow, not happy!",0,3
628716,Customer Support Issue,Customer service was rude and unhelpful!,0,1
537370,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
400998,Customer Support Issue,Customer service was rude and unhelpful!,0,1
363147,Customer Support Issue,Customer service was rude and unhelpful!,0,1
501407,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
484006,No Issue,"Happy with the service, would recommend.",0,4
476122,Service Quality,I'm disappointed with the overall experience!,0,5
593210,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
425467,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
387159,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
383475,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
435194,Service Quality,Service was excellent and very professional.,0,5
520169,No Issue,"Everything went smoothly, highly recommended.",0,4
380387,No Issue,"Great experience, very satisfied!",0,4
460102,Customer Support Issue,Support team was responsive and helpful.,0,1
462867,Billing Issue,"Incorrect amount charged, need a refund!",0,0
676888,Late Refund,Finally got my refund after multiple calls.,0,3
490381,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
407282,Customer Support Issue,Customer service was rude and unhelpful!,0,1
433576,No Issue,"Everything went smoothly, highly recommended.",0,4
360021,Late Refund,"Refund process is very slow, not happy!",0,3
506477,Service Quality,Service was excellent and very professional.,0,5
408155,Billing Issue,"Incorrect amount charged, need a refund!",0,0
429598,No Issue,"No issues, smooth transactions every time.",0,4
480840,Late Refund,"Refund process is very slow, not happy!",0,3
658550,Billing Issue,"Billing discrepancy, support is not helping!",0,0
507737,Customer Support Issue,Support team was responsive and helpful.,0,1
518821,Service Quality,Service was excellent and very professional.,0,5
368924,Late Refund,Still waiting for my refund after 2 weeks!,0,3
489156,Late Refund,Finally got my refund after multiple calls.,0,3
581616,Late Refund,Finally got my refund after multiple calls.,0,3
361292,No Issue,"Happy with the service, would recommend.",0,4
811989,Service Quality,The service was too slow and unprofessional!,0,5
777396,Customer Support Issue,Support team was responsive and helpful.,0,1
606363,Late Refund,Finally got my refund after multiple calls.,0,3
812353,Service Quality,"Very satisfied with the service, will recommend!",0,5
461169,Billing Issue,"Incorrect amount charged, need a refund!",0,0
680620,No Issue,"Everything went smoothly, highly recommended.",0,4
471865,No Issue,"Great experience, very satisfied!",0,4
464046,Late Refund,Finally got my refund after multiple calls.,0,3
340467,Customer Support Issue,Customer service was rude and unhelpful!,0,1
503693,Service Quality,The service was too slow and unprofessional!,0,5
454388,Service Quality,Service was excellent and very professional.,0,5
444353,Customer Support Issue,Support team was responsive and helpful.,0,1
468942,Service Quality,"Very satisfied with the service, will recommend!",0,5
411095,Billing Issue,"Incorrect amount charged, need a refund!",0,0
468886,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
356262,No Issue,"Everything went smoothly, highly recommended.",0,4
400563,Late Refund,"Refund process is very slow, not happy!",0,3
649868,Late Refund,Still waiting for my refund after 2 weeks!,0,3
342680,Service Quality,I'm disappointed with the overall experience!,0,5
657072,Customer Support Issue,Customer service was rude and unhelpful!,0,1
450136,Service Quality,Service was excellent and very professional.,0,5
478823,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
652906,Billing Issue,"Billing discrepancy, support is not helping!",0,0
413367,Service Quality,"Very satisfied with the service, will recommend!",0,5
651907,Customer Support Issue,Customer service was rude and unhelpful!,0,1
300396,Customer Support Issue,Support team was responsive and helpful.,0,1
416894,Billing Issue,"Billing discrepancy, support is not helping!",0,0
450818,No Issue,Customer support was helpful in resolving my concern.,0,4
558845,No Issue,Customer support was helpful in resolving my concern.,0,4
680758,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
401195,Late Refund,Still waiting for my refund after 2 weeks!,0,3
345241,No Issue,"Happy with the service, would recommend.",0,4
300434,Service Quality,Quality of service was not up to the mark!,0,5
476090,No Issue,"Everything went smoothly, highly recommended.",0,4
303061,Service Quality,Service was excellent and very professional.,0,5
644900,Late Refund,Still waiting for my refund after 2 weeks!,0,3
815273,Late Refund,"Refund process is very slow, not happy!",0,3
623776,Late Refund,Finally got my refund after multiple calls.,0,3
625338,Service Quality,The service was too slow and unprofessional!,0,5
559359,No Issue,"No issues, smooth transactions every time.",0,4
511322,No Issue,"No issues, smooth transactions every time.",0,4
815473,Service Quality,Quality of service was not up to the mark!,0,5
418569,No Issue,"No issues, smooth transactions every time.",0,4
509882,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
463976,Late Refund,"Refund process is very slow, not happy!",0,3
431585,No Issue,"No issues, smooth transactions every time.",0,4
358636,No Issue,"Everything went smoothly, highly recommended.",0,4
415655,No Issue,"Happy with the service, would recommend.",0,4
309468,Customer Support Issue,Customer service was rude and unhelpful!,0,1
418013,Service Quality,"Very satisfied with the service, will recommend!",0,5
439510,Late Refund,Still waiting for my refund after 2 weeks!,0,3
453853,Late Refund,Finally got my refund after multiple calls.,0,3
430637,Customer Support Issue,Support team was responsive and helpful.,0,1
383434,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
499998,No Issue,"Everything went smoothly, highly recommended.",0,4
371409,No Issue,"Happy with the service, would recommend.",0,4
342309,Late Refund,"Refund process is very slow, not happy!",0,3
606168,Service Quality,I'm disappointed with the overall experience!,0,5
735061,Customer Support Issue,Customer service was rude and unhelpful!,0,1
500589,Billing Issue,"Billing discrepancy, support is not helping!",0,0
364015,No Issue,"No issues, smooth transactions every time.",0,4
450176,No Issue,"No issues, smooth transactions every time.",0,4
344928,Billing Issue,"Incorrect amount charged, need a refund!",0,0
355947,Customer Support Issue,Support team was responsive and helpful.,0,1
358791,Billing Issue,"Billing discrepancy, support is not helping!",0,0
344348,Service Quality,Quality of service was not up to the mark!,0,5
410010,Customer Support Issue,Support team was responsive and helpful.,0,1
735041,No Issue,"Happy with the service, would recommend.",0,4
517160,Late Refund,Finally got my refund after multiple calls.,0,3
411656,Billing Issue,"Incorrect amount charged, need a refund!",0,0
526027,Service Quality,I'm disappointed with the overall experience!,0,5
305739,Customer Support Issue,Support team was responsive and helpful.,0,1
585678,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
378000,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
404668,Late Refund,"Refund process is very slow, not happy!",0,3
371989,Service Quality,Service was excellent and very professional.,0,5
539149,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
407175,Service Quality,The service was too slow and unprofessional!,0,5
542729,Late Refund,"Refund process is very slow, not happy!",0,3
465949,Late Refund,Finally got my refund after multiple calls.,0,3
571605,Late Refund,"Refund process is very slow, not happy!",0,3
523187,Billing Issue,"Incorrect amount charged, need a refund!",0,0
433158,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
417979,Service Quality,Service was excellent and very professional.,0,5
640154,Late Refund,"Refund process is very slow, not happy!",0,3
309647,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
482556,Billing Issue,"Incorrect amount charged, need a refund!",0,0
517669,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
575710,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
440243,Late Refund,"Refund process is very slow, not happy!",0,3
608053,Billing Issue,"Incorrect amount charged, need a refund!",0,0
556674,No Issue,"Great experience, very satisfied!",0,4
817364,Late Refund,Finally got my refund after multiple calls.,0,3
543054,Customer Support Issue,Support team was responsive and helpful.,0,1
397462,Customer Support Issue,Support team was responsive and helpful.,0,1
810092,Billing Issue,"Incorrect amount charged, need a refund!",0,0
444964,Service Quality,Quality of service was not up to the mark!,0,5
466298,Service Quality,Service was excellent and very professional.,0,5
625477,No Issue,"No issues, smooth transactions every time.",0,4
421793,Late Refund,"Refund process is very slow, not happy!",0,3
645361,Service Quality,"Very satisfied with the service, will recommend!",0,5
508215,Customer Support Issue,Support team was responsive and helpful.,0,1
557268,Late Refund,Still waiting for my refund after 2 weeks!,0,3
677172,Late Refund,"Refund process is very slow, not happy!",0,3
513830,Customer Support Issue,Customer service was rude and unhelpful!,0,1
391302,Late Refund,Finally got my refund after multiple calls.,0,3
396311,Late Refund,Still waiting for my refund after 2 weeks!,0,3
366109,Customer Support Issue,Support team was responsive and helpful.,0,1
472347,Service Quality,The service was too slow and unprofessional!,0,5
444845,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
490757,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
575649,Customer Support Issue,Customer service was rude and unhelpful!,0,1
438251,No Issue,"Great experience, very satisfied!",0,4
343964,Late Refund,"Refund process is very slow, not happy!",0,3
536040,Customer Support Issue,Support team was responsive and helpful.,0,1
568189,Service Quality,Quality of service was not up to the mark!,0,5
346795,Late Refund,Still waiting for my refund after 2 weeks!,0,3
587380,Customer Support Issue,Customer service was rude and unhelpful!,0,1
650735,No Issue,"Everything went smoothly, highly recommended.",0,4
469829,No Issue,Customer support was helpful in resolving my concern.,0,4
441864,Service Quality,Service was excellent and very professional.,0,5
515996,No Issue,"Everything went smoothly, highly recommended.",0,4
508219,Service Quality,I'm disappointed with the overall experience!,0,5
659910,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
363587,Service Quality,"Very satisfied with the service, will recommend!",0,5
817036,Late Refund,"Refund process is very slow, not happy!",0,3
814777,Customer Support Issue,Support team was responsive and helpful.,0,1
658985,Billing Issue,"Billing discrepancy, support is not helping!",0,0
380897,No Issue,"Happy with the service, would recommend.",0,4
652751,No Issue,"Everything went smoothly, highly recommended.",0,4
531827,Billing Issue,"Billing discrepancy, support is not helping!",0,0
655305,Billing Issue,"Billing discrepancy, support is not helping!",0,0
349209,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
594791,No Issue,"No issues, smooth transactions every time.",0,4
367533,Customer Support Issue,Support team was responsive and helpful.,0,1
484243,Service Quality,The service was too slow and unprofessional!,0,5
501767,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
548329,No Issue,"Great experience, very satisfied!",0,4
395012,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
475380,Late Refund,Finally got my refund after multiple calls.,0,3
812418,Late Refund,Finally got my refund after multiple calls.,0,3
596007,No Issue,"Everything went smoothly, highly recommended.",0,4
378026,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
432861,No Issue,Customer support was helpful in resolving my concern.,0,4
607366,Late Refund,Still waiting for my refund after 2 weeks!,0,3
334410,No Issue,"Everything went smoothly, highly recommended.",0,4
583618,Service Quality,I'm disappointed with the overall experience!,0,5
648927,No Issue,Customer support was helpful in resolving my concern.,0,4
476906,Billing Issue,"Incorrect amount charged, need a refund!",0,0
433539,No Issue,"No issues, smooth transactions every time.",0,4
651626,Service Quality,I'm disappointed with the overall experience!,0,5
389178,Late Refund,"Refund process is very slow, not happy!",0,3
594308,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
357494,Billing Issue,"Billing discrepancy, support is not helping!",0,0
353419,Late Refund,Still waiting for my refund after 2 weeks!,0,3
380097,Late Refund,Finally got my refund after multiple calls.,0,3
509868,No Issue,"Everything went smoothly, highly recommended.",0,4
497796,Service Quality,Service was excellent and very professional.,0,5
353527,Customer Support Issue,Support team was responsive and helpful.,0,1
354445,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
362471,No Issue,"Everything went smoothly, highly recommended.",0,4
568364,Customer Support Issue,Support team was responsive and helpful.,0,1
580149,Service Quality,Service was excellent and very professional.,0,5
811537,Service Quality,The service was too slow and unprofessional!,0,5
435420,No Issue,"No issues, smooth transactions every time.",0,4
448570,Service Quality,"Very satisfied with the service, will recommend!",0,5
524674,Late Refund,"Refund process is very slow, not happy!",0,3
481863,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
428008,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
473359,Billing Issue,"Incorrect amount charged, need a refund!",0,0
485895,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
383744,Customer Support Issue,Support team was responsive and helpful.,0,1
354437,No Issue,"No issues, smooth transactions every time.",0,4
379719,Billing Issue,"Billing discrepancy, support is not helping!",0,0
547005,No Issue,"Everything went smoothly, highly recommended.",0,4
990073,Customer Support Issue,Support team was responsive and helpful.,0,1
652359,Service Quality,Quality of service was not up to the mark!,0,5
481779,Customer Support Issue,Customer service was rude and unhelpful!,0,1
430607,No Issue,"Happy with the service, would recommend.",0,4
344414,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
364597,Late Refund,Still waiting for my refund after 2 weeks!,0,3
626134,Customer Support Issue,Customer service was rude and unhelpful!,0,1
523760,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
405903,Billing Issue,"Billing discrepancy, support is not helping!",0,0
477608,No Issue,"Everything went smoothly, highly recommended.",0,4
672535,Customer Support Issue,Customer service was rude and unhelpful!,0,1
116952,Service Quality,"Very satisfied with the service, will recommend!",0,5
493234,Service Quality,Quality of service was not up to the mark!,0,5
558222,Billing Issue,"Incorrect amount charged, need a refund!",0,0
550075,No Issue,"Great experience, very satisfied!",0,4
379817,No Issue,"No issues, smooth transactions every time.",0,4
420215,Billing Issue,"Incorrect amount charged, need a refund!",0,0
641714,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
738320,Late Refund,"Refund process is very slow, not happy!",0,3
500743,Late Refund,"Refund process is very slow, not happy!",0,3
582557,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
435163,No Issue,"Everything went smoothly, highly recommended.",0,4
577360,Customer Support Issue,Customer service was rude and unhelpful!,0,1
342223,No Issue,"Happy with the service, would recommend.",0,4
192083,Late Refund,Finally got my refund after multiple calls.,0,3
432267,Late Refund,"Refund process is very slow, not happy!",0,3
603021,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
424691,Service Quality,I'm disappointed with the overall experience!,0,5
442669,No Issue,"Great experience, very satisfied!",0,4
568383,Service Quality,"Very satisfied with the service, will recommend!",0,5
429429,Late Refund,Still waiting for my refund after 2 weeks!,0,3
470574,Service Quality,The service was too slow and unprofessional!,0,5
370043,Customer Support Issue,Customer service was rude and unhelpful!,0,1
430655,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
574772,Late Refund,"Refund process is very slow, not happy!",0,3
499406,Service Quality,Service was excellent and very professional.,0,5
816486,Service Quality,I'm disappointed with the overall experience!,0,5
510140,No Issue,"Great experience, very satisfied!",0,4
811620,Service Quality,Service was excellent and very professional.,0,5
415390,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
583025,Billing Issue,"Billing discrepancy, support is not helping!",0,0
361058,Late Refund,"Refund process is very slow, not happy!",0,3
484420,No Issue,"No issues, smooth transactions every time.",0,4
445139,Service Quality,Service was excellent and very professional.,0,5
815761,Late Refund,"Refund process is very slow, not happy!",0,3
601574,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
680163,Customer Support Issue,Support team was responsive and helpful.,0,1
654138,Service Quality,"Very satisfied with the service, will recommend!",0,5
435302,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
448792,Billing Issue,"Incorrect amount charged, need a refund!",0,0
423703,Late Refund,Still waiting for my refund after 2 weeks!,0,3
656551,Customer Support Issue,Support team was responsive and helpful.,0,1
816445,No Issue,"Everything went smoothly, highly recommended.",0,4
393268,Service Quality,Service was excellent and very professional.,0,5
390555,Billing Issue,"Billing discrepancy, support is not helping!",0,0
589937,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
354403,Late Refund,Still waiting for my refund after 2 weeks!,0,3
653380,Customer Support Issue,Customer service was rude and unhelpful!,0,1
334355,Service Quality,"Very satisfied with the service, will recommend!",0,5
353704,Service Quality,"Very satisfied with the service, will recommend!",0,5
443365,Late Refund,Finally got my refund after multiple calls.,0,3
372695,Billing Issue,"Billing discrepancy, support is not helping!",0,0
648216,Late Refund,Still waiting for my refund after 2 weeks!,0,3
389201,Service Quality,Quality of service was not up to the mark!,0,5
364527,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
577806,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
629163,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
449104,Late Refund,Finally got my refund after multiple calls.,0,3
378977,Late Refund,"Refund process is very slow, not happy!",0,3
441463,No Issue,Customer support was helpful in resolving my concern.,0,4
433091,Billing Issue,"Billing discrepancy, support is not helping!",0,0
888913,Billing Issue,"Incorrect amount charged, need a refund!",0,0
344309,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
457519,Late Refund,Still waiting for my refund after 2 weeks!,0,3
486666,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
645365,Customer Support Issue,Customer service was rude and unhelpful!,0,1
606083,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
230377,Billing Issue,"Billing discrepancy, support is not helping!",0,0
672845,Service Quality,Quality of service was not up to the mark!,0,5
547981,Service Quality,Service was excellent and very professional.,0,5
508063,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
648436,Customer Support Issue,Customer service was rude and unhelpful!,0,1
391733,Customer Support Issue,Customer service was rude and unhelpful!,0,1
606868,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
989667,Late Refund,Still waiting for my refund after 2 weeks!,0,3
493515,Billing Issue,"Billing discrepancy, support is not helping!",0,0
550209,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
355920,No Issue,"Happy with the service, would recommend.",0,4
426825,No Issue,"Great experience, very satisfied!",0,4
624819,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
618435,No Issue,"Great experience, very satisfied!",0,4
309388,Service Quality,Quality of service was not up to the mark!,0,5
539528,Customer Support Issue,Support team was responsive and helpful.,0,1
467869,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
494734,Late Refund,Finally got my refund after multiple calls.,0,3
101670,Billing Issue,"Billing discrepancy, support is not helping!",0,0
540240,Billing Issue,"Incorrect amount charged, need a refund!",0,0
508978,Customer Support Issue,Support team was responsive and helpful.,0,1
411196,Service Quality,Service was excellent and very professional.,0,5
593408,Service Quality,The service was too slow and unprofessional!,0,5
411305,Late Refund,Still waiting for my refund after 2 weeks!,0,3
770031,Service Quality,I'm disappointed with the overall experience!,0,5
444082,No Issue,Customer support was helpful in resolving my concern.,0,4
511919,Billing Issue,"Incorrect amount charged, need a refund!",0,0
507151,Service Quality,The service was too slow and unprofessional!,0,5
405422,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
345916,Customer Support Issue,Support team was responsive and helpful.,0,1
381068,Late Refund,Still waiting for my refund after 2 weeks!,0,3
963405,Service Quality,Quality of service was not up to the mark!,0,5
428414,Billing Issue,"Billing discrepancy, support is not helping!",0,0
547641,Service Quality,Service was excellent and very professional.,0,5
506479,Service Quality,The service was too slow and unprofessional!,0,5
369690,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
426973,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
132110,Billing Issue,"Incorrect amount charged, need a refund!",0,0
384666,Late Refund,Finally got my refund after multiple calls.,0,3
506575,No Issue,"Happy with the service, would recommend.",0,4
385479,No Issue,"Everything went smoothly, highly recommended.",0,4
394077,No Issue,"Happy with the service, would recommend.",0,4
459330,Billing Issue,"Billing discrepancy, support is not helping!",0,0
370690,Customer Support Issue,Support team was responsive and helpful.,0,1
454257,Customer Support Issue,Customer service was rude and unhelpful!,0,1
502558,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
526099,Service Quality,"Very satisfied with the service, will recommend!",0,5
581659,No Issue,"Great experience, very satisfied!",0,4
654017,Service Quality,I'm disappointed with the overall experience!,0,5
426626,No Issue,"Great experience, very satisfied!",0,4
497951,Late Refund,Still waiting for my refund after 2 weeks!,0,3
402446,Late Refund,Still waiting for my refund after 2 weeks!,0,3
628659,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
394274,No Issue,"No issues, smooth transactions every time.",0,4
650333,No Issue,"Great experience, very satisfied!",0,4
650484,Service Quality,"Very satisfied with the service, will recommend!",0,5
354163,Service Quality,Service was excellent and very professional.,0,5
553095,Customer Support Issue,Customer service was rude and unhelpful!,0,1
509948,Billing Issue,"Billing discrepancy, support is not helping!",0,0
650739,Customer Support Issue,Customer service was rude and unhelpful!,0,1
313677,Billing Issue,"Incorrect amount charged, need a refund!",0,0
380581,Late Refund,"Refund process is very slow, not happy!",0,3
606081,Service Quality,Quality of service was not up to the mark!,0,5
300657,No Issue,"Great experience, very satisfied!",0,4
465839,Service Quality,Quality of service was not up to the mark!,0,5
220290,Customer Support Issue,Customer service was rude and unhelpful!,0,1
342410,No Issue,"Everything went smoothly, highly recommended.",0,4
818590,No Issue,"Everything went smoothly, highly recommended.",0,4
308860,Billing Issue,"Billing discrepancy, support is not helping!",0,0
311305,No Issue,Customer support was helpful in resolving my concern.,0,4
473947,Service Quality,I'm disappointed with the overall experience!,0,5
541741,No Issue,"Everything went smoothly, highly recommended.",0,4
302611,No Issue,"No issues, smooth transactions every time.",0,4
596319,Billing Issue,"Billing discrepancy, support is not helping!",0,0
404805,Billing Issue,"Billing discrepancy, support is not helping!",0,0
465182,Late Refund,"Refund process is very slow, not happy!",0,3
301530,Service Quality,"Very satisfied with the service, will recommend!",0,5
340946,No Issue,"Everything went smoothly, highly recommended.",0,4
598350,Late Refund,"Refund process is very slow, not happy!",0,3
395118,No Issue,"Happy with the service, would recommend.",0,4
395328,Late Refund,"Refund process is very slow, not happy!",0,3
817687,No Issue,"Happy with the service, would recommend.",0,4
343827,Service Quality,Service was excellent and very professional.,0,5
437676,Service Quality,I'm disappointed with the overall experience!,0,5
470939,Customer Support Issue,Customer service was rude and unhelpful!,0,1
341011,No Issue,"Happy with the service, would recommend.",0,4
426789,Billing Issue,"Incorrect amount charged, need a refund!",0,0
309562,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
399185,Late Refund,"Refund process is very slow, not happy!",0,3
560451,No Issue,"Happy with the service, would recommend.",0,4
445316,Billing Issue,"Incorrect amount charged, need a refund!",0,0
513348,Late Refund,Finally got my refund after multiple calls.,0,3
348808,Late Refund,"Refund process is very slow, not happy!",0,3
343279,Customer Support Issue,Customer service was rude and unhelpful!,0,1
469391,Service Quality,Service was excellent and very professional.,0,5
435934,Late Refund,Finally got my refund after multiple calls.,0,3
445331,Billing Issue,"Incorrect amount charged, need a refund!",0,0
528965,Late Refund,Finally got my refund after multiple calls.,0,3
647725,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
394443,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
380970,No Issue,Customer support was helpful in resolving my concern.,0,4
512996,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
496322,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
644230,Customer Support Issue,Customer service was rude and unhelpful!,0,1
429056,Late Refund,"Refund process is very slow, not happy!",0,3
473806,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
623597,No Issue,"Great experience, very satisfied!",0,4
472367,Late Refund,Still waiting for my refund after 2 weeks!,0,3
535066,No Issue,"Everything went smoothly, highly recommended.",0,4
594130,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
432669,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
523207,Service Quality,"Very satisfied with the service, will recommend!",0,5
555191,Service Quality,The service was too slow and unprofessional!,0,5
347313,Late Refund,"Refund process is very slow, not happy!",0,3
566582,Customer Support Issue,Support team was responsive and helpful.,0,1
624712,Late Refund,Still waiting for my refund after 2 weeks!,0,3
568604,Customer Support Issue,Customer service was rude and unhelpful!,0,1
412813,Service Quality,Service was excellent and very professional.,0,5
598860,Late Refund,Finally got my refund after multiple calls.,0,3
498228,Billing Issue,"Incorrect amount charged, need a refund!",0,0
555011,Billing Issue,"Incorrect amount charged, need a refund!",0,0
526400,No Issue,"Everything went smoothly, highly recommended.",0,4
596357,No Issue,"No issues, smooth transactions every time.",0,4
100160,Service Quality,I'm disappointed with the overall experience!,0,5
737534,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
502183,Customer Support Issue,Support team was responsive and helpful.,0,1
472153,No Issue,"No issues, smooth transactions every time.",0,4
552219,No Issue,"No issues, smooth transactions every time.",0,4
443228,Customer Support Issue,Customer service was rude and unhelpful!,0,1
497249,No Issue,"Everything went smoothly, highly recommended.",0,4
501561,Customer Support Issue,Support team was responsive and helpful.,0,1
387228,Late Refund,"Refund process is very slow, not happy!",0,3
349836,No Issue,"No issues, smooth transactions every time.",0,4
546868,Service Quality,I'm disappointed with the overall experience!,0,5
990080,Billing Issue,"Incorrect amount charged, need a refund!",0,0
302017,No Issue,"Happy with the service, would recommend.",0,4
446911,No Issue,"Great experience, very satisfied!",0,4
621616,Service Quality,Service was excellent and very professional.,0,5
392220,Customer Support Issue,Support team was responsive and helpful.,0,1
349360,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
554596,Late Refund,Still waiting for my refund after 2 weeks!,0,3
659087,Billing Issue,"Billing discrepancy, support is not helping!",0,0
371230,Service Quality,I'm disappointed with the overall experience!,0,5
403475,Late Refund,Finally got my refund after multiple calls.,0,3
624804,Customer Support Issue,Customer service was rude and unhelpful!,0,1
651026,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
